id,text,label
117477, Weddenschap lijstje van bestuur.. ,0
117478," Ik geef ruim [numerical_value], bijna [numerical_value] euro uit aan reiskosten in de maand ",0
117479,"Ja ik ook, ik heb het echt expliciet gevraagd en die man zei dat hij niet inzag waarom het niet zou kunnen",0
117480,O was het maar waar! Is echt vroeg hè! Maja...,0
117481,Heb me helemaal verslapen dus ben echt pas half negen daar laat t dan wel weten ,1
117482,We zien jullie vanavond dan gewoon!,1
117483,Ik geloof niet dat dat medisch gezien mogelijk is manon,0
117484,Leuke avond gehad?,0
117485,Jij stuurd wrts naar mij door toch?,0
117486,En je hebt geluk dat jullie er niet zijn vanavond anders had ik je wakker gemaakt om me te brengen,1
117487,Waar is de post nu dan,0
117488,Nou morgenaaf en zaterdagmiddag ,0
117489,Dan wil ik wel graag mee eten anders wordt t zo laat,0
117490, Maar alleen vandaag dat ei erin en dan is het goed? ,0
117491,HAH JA. Duurt toch ff toch,0
117492,S ochtends,0
117493,We hebben een appartementje gehuurd en daar ben ik nu,1
117494,Volgende week begint school weer dan moet ik ff me ritme vinden en dan prikken we een datum,0
117495,En t is niet t eerste waar ik over begin ofzo,0
117496,Open dag op han met [REMOVED]. Voor zijn master,1
117497,Aanvullingen of wijzigingen?BroodMelkCornflakes FruitChocoladepastaKoekjes (nog voorkeur?)Eten maandag (soep):[REMOVED] [REMOVED] g [REMOVED] blik kikkererwten1[REMOVED]5 ml crème fraichePeterselieEten dinsdag (pasta zalm):[REMOVED]00 g gerookte [REMOVED] g broccoliZure room,0
117498,'Waarom lach je?' 'Ja mijn telefoon is ZO grappig',0
117499,[REMOVED] waar ben je dan,0
117500,ja t is dinsdag gebeurd,0
117501,Nu maar hopen dat [REMOVED] morgen wat stuurt....,0
117502,"Nee we hebben het niet kunnen vinden! Maar zal de komende dagen nog rondvragen :) Koortslip is trouwens niet gekomen, heel raar maar gelukkig. Het was een citroen [REMOVED] geworden. Leuk autootje ;) Lekker rondgereden en veel van het eiland gezien. Morgen gaan we met de boot mee dus ben benieuwd! En jij lekker vakantieeee! Lekker he! Alvast een heeeele fijne vakantie als ik je niet meer spreek maar we appen! Groetjes daar xxx",1
117503,Hoewel het dan nog wel als een samengesteld woord behandeld wordt als je het zooitje gaat ontleden,0
117504,"Hoi jonathan! Ik kan vandaag eerder komen als je wil, ik ben vanaf nu vrij. Laat maar weten!",1
117505,Dinsdag eten bij [REMOVED] toch?,1
117506,Moet je tot laat?,0
117507,"Wanneer zullen we koffie doen? Ik ben dinsdag overdag ineens onverwacht vrij, is dat iets?",1
117508,Ben je morgen avond vrij ????,0
117509,Ik maak het morgenochtend af,0
117510,kan jij afspreken,1
117511, Dacht die weet het al de hele dag ,0
117512, Kwart voor [numerical_value]? ,0
117513,"Je moet trouwens zo maar je fiets op het station laten staan of voor poppedijn parkeren, het is hier er druk",1
117514,"Ik snap het al waarom die hey niet doet, er staat in de kolom van geslacht bij mij een m of v, dis dan moet ik juist bij value die m of v invoeren en bij label een [REMOVED] of [REMOVED]",0
117515,Gaan we zaterdag?,0
117516,"Lang zal ze leven, lang zal ze leven, lang zal ze leven in de gloria. In de gloriaaa, in de gloriaaaaaaa! Hieperdepiep. Hoeraaaa! Proficiat met je verjaardag [REMOVED]! maak er een fijne dag van :)",0
117517,Half uur [REMOVED] + half uur [REMOVED] [REMOVED],0
117518,Kunnen we woensdag trouwens niet in de kelder?,1
117519,Moet ik morgen anders naar van marle gaan,0
117520,Eigenlijk niet echt meer... Dinsdag college van [REMOVED] tot [REMOVED],0
117521, Heb woensdag ochtend een afspraak ,1
117522,Wanneer housewarming?,1
117523,Maar goed ben dus half uur later ,1
117524,Moet ik zelf iets verzinnen of stuur je een lijstje?,0
117525,[REMOVED] kennende? Waarschijnlijk niet...,0
117526,De lamp deed het wel even maar toen ik m uitzetten ging ie daarna niet meer aan,0
117527,Vanavond maar? Ben het helemaal vergeten 😳,1
117528,Kan wel elke avond vanaf zondag [REMOVED] december ,0
117529,Gelukkig komt streetwise niet vanavond 😅,0
117530,En dan heb ik smiddags nog een beetje vrije tijd,0
117531, Ga je nog wat leuks doen vandaag? ,0
117532,"Ja hoor, denk dat ik morgen pas naar [REMOVED] ga dus mail maar",1
117533,[REMOVED] en ik borrelen nog even straks,1
117534, Waar doe je da allemaal dan ,0
117535,Ja pap heeft zuurstof nodig he,0
117536,Hahaha uur geleden al:p,0
117537,Maakt mij niet uit. Ik doe morgen niks anders dan bijles geven :p,0
117538,Maat vind je het goed als we morgen wat gaan drinken. Wil nog even iets afkrijgen en moet vanavond naar barneveld. ,1
117539,Ooh shit ik vergeet alleen helemaal dat ik morgen me rijexamen heb om die tijd ,1
117540,Waarom stemde hij het dan?,0
117541,Ik heb alles van Gossip Girl gezien 😭,0
117542,Iets minder vals dan vanmiddag,0
117543,Is tyfus duur,0
117544,Bewaar ik dan maar even voor noodgevallen!,0
117545,Tuurlijk!,0
117546,Was mijn tweet waarop jij weer reageerde,0
117547, Vroeg pieken... ,0
117548,Ik zal straks even uitzoeken hoe laat ik daar ben,0
117549,Maar dan moeten we wel heel vroeg eten! Volgens mij is tram nog ruim half uur. We kijken vanmiddag wel ff.,0
117550,Waar is boogie wonderland eigenlijk? ,0
117551,Ik zo ook dus slaap lekker tot morgen!,1
117552,"Dat kan! Het is alleen nog niet helemaal zeker of de boekenmarkt die wij zouden houden doorgaat... Als hij doorgaat ben ik sowieso nog tot [REMOVED] en misschien tot later aan het afbouwen... Dus als je na het eten ergens op tijd moet zijn, moet ik eerst even afwachten of het doorgaat",0
117553,Ik ga nu slapen. Ik app je morgen wel over hoelaat ik langskom,1
117554,"[REMOVED] maar naar [REMOVED], neem ik het morgen voor je mee",0
117555,In barneveld vandaag,0
117556,En weetje welke band vanochtend op [REMOVED] was?,0
117557,Die laatste snap ik niet hahaha,0
117558, Deed ik vroeger ook met papa ,0
117559,Er gingen geruchten rond over dat [REMOVED] opgepakt was en toen ging ik het aan [REMOVED] vragen en het was niet waar maar hij vond het grappig om ze bevestigd te zien dus toen ging ik bullshit verspreiden namens [REMOVED] en mensen geloven me..,0
117560,Tuurlijk wel. Die zijn morgen echt wel droog en anders drogen ze heel snel als je ze aandoet,0
117561,"Dat feestje van je vader hè, dat ie [REMOVED] wordt, wanneer is dat? Dn dweilband van dn TTH kan misschien komen spelen",0
117562, OK dan had je daar eerder mee moeten komen en niet nu op dit moment gaan zeggen dat ik alleen maar loop te kankeren op je club ,0
117563,Haha maakt niet uit.. haha jaa waar is die zon..,0
117564,Waar ben jij,1
117565,Hee [REMOVED]! Hoe issie?? Ben jij van plan morgen naar dat hoorcollege van [REMOVED] te gaan?,1
117566,Of woensdagochtend,0
117567,Oke! Had je de notulen van de vorige keer nog gelezen? Nog iets daarin wat we moeten bespreken vandaag bij db?,0
117568,"Hallo bijna-huisgenootjes 😊Ik had nog een paar vragen:[REMOVED]⃣ kunnen jullie Zosja (ik verstond eerst [REMOVED], later Zosja dus nu moet ik toegeven dat ik niet weet hoe ze heet) vragen hoe laat ze denkt dat ze op [REMOVED] december al haar spullen weggehaald heeft? Want misschien is het handig als ik met al mijn rotzooi gewoon daarna kom[REMOVED]⃣ kunnen jullie haar ook vragen wat ze van plan was met het rolgordijn, de gordijnrail en de kast met plankjes? Maakt mij verder niet uit wat ze doet maar is wel handig om te [REMOVED]⃣ ik was vergeten te kijken hoe goed de deur naar het balkon beveiligd is. Het is geen onveilige buurt maar je kunt wel erg makkelijk op het balkon komen. Dus: wat zit er voor slot op de deur nu?4⃣ ik heb thuis allemaal gezelschapsspelletjes zoals [REMOVED] en [REMOVED] en nog een heel stel. Ik neem ze graag mee, maar met vrienden in [REMOVED] speel ik ook nog weleens iets. Dus: spelen jullie graag spelletjes of eigenlijk niet echt? Want zo niet - en geen probleem hoor - dan kan ik ze misschien beter thuis laten.",0
117569, Laat maar weten hoelaat je er bent schat ,1
117570,Hij is bestuur geweest,0
117571,Als jij dan met vriendinnen weg bent kan ik evt. dinsdagochtend tot zeven uur,0
117572,Je mag m'n kamer wel lenen :) zit toch heel de dag op stage :p,0
117573, Niet goed schat! Hoop dat je morgen beter bent ,0
117574,Ja dat kan dinsdag,0
117575,"Hee, ik ben denk ik de [REMOVED] t/m de [REMOVED] weer even in [REMOVED].En: vinden jullie het oké als ik op zaterdag [REMOVED] januari in de middag m'n familie uitnodig om m'n verjaardag te vieren en te laten zien waar ik woon?",1
117576,drie uur?,0
117577,Gaan we morgen naar school of niet??,0
117578,Heeee! Eum hoe laat is dat? Ik wil wel namelijk!,1
117579,Vanavond naar die NSN-shit?,1
117580,Perfect! Ik geef het door en dan hoor je het morgen definitief van me. Maar doatske zei dat ze waarschijnlijk wel gewoon kon,0
117581,En dinsdag klinkt zeker goed ,1
117582,Ik bedoel natuurlijk tot straks!! X,1
117583,En ik mag gebruiken wanneer ik hem nodig heb,0
117584,Ik heb vandaag ook geen KK gedaan,0
117585,Tot hoe laat duurt dat debat?,0
117586,zes uur valt mee,0
117587,Laatste dag :-(,0
117588,"Ben je workie workie? Ik dacht anders kunnen we record store day, speciale plaatjes vinden enzo",1
117589,Belt ze kwart voor tien,0
117590, Wanneer ga jij dan? ,1
117591,Wat wil je vanavond eten?,0
117592,En prima... Moet hij ook voorzien worden van avondeten enz? :p,0
117593,Maar ik bedoel het klokje erbij dat driekwartier aangeeft,0
117594,Ik ben morgen thuis,1
117595, Ga er over een half uurtje heen ,1
117596,Ja ik zal kijken hoelaat ik wakker ben maar sws wel om [REMOVED],0
117597,"Eyo, als je even hebt, wat kan ik allemaal verwachten bij dat gesprek morgen? Of wat moet ik allemaal weten",0
117598,"Hee , [REMOVED] is mij aan het helpen om de spelregels vorm te geven en we hebben nu een mooie bosachtergrond, maar het leek mij leuk om een plaatje van een kabouter erbij te doen met het hoofd van [[[[REMOVED]]]] er op",0
117599,"Nog beter idee, kom woensdagavond mijn auto maar halen, dan kinnen we donderdagochtend hier beneden afspreken....",1
117600,Mooi!! Stuur je foto's?,0
117601, Jij bent morgen gewoon hele dag thuis? ,1
117602,Moet jij vroeg weg?,0
117603,Nee! Zal ik dan daarna nog even echt langskomen?,1
117604,Werkse nog vandaag!,0
117605,Ik ben donderdag zo'n beetje de hele dag in [REMOVED] ben jij daar dan toevallig ook? [REMOVED] en ik gaan na het avondeten richting [REMOVED],1
117606, Hahaha kan! Heb ik [numerical_value] keer gezien ,0
117607,"Nee, want eerst moet alles ingevoerd zijn en scriptie wordt past over een paar dagen ingevoerd. Jij wel?",0
117608,Blijkbaar kan je bij de hema voor [REMOVED] avondeten,0
117609,Of ben je id buurt,0
117610,Donderdag zin om naar het eindfeest van meerdere geesteswetenschappenstudieverenigingen te komen? :D,0
117611,Duurt lang,0
117612,En dat kan natuurlijk ook,0
117613,Waarschijnlijk had je echt van die kut vragen,0
117614,Wat wil je zien?,0
117615,Hoe was t vandaag? Ging t goed met de metroow enzoow?,0
117616, App maar hoelaat je naar huis gaat ,1
117617,Ok!! Tot strakss!! Zxxxx,1
117618,Hoi liefje! Ik ben nu wakker. Werk se vandaag!,0
117619,Als je mijn wachtwoord belooft te vergeten en het whatsapp bericht waarin ik het stuur verwijder wil ik het wel vertellen,0
117620,Hoe laat zullen we doen,1
117621,Ik was eerder dan!,0
117622,Nu moet ik elke keer naar een radiostation om iets op te nemen,0
117623,Het wordt vijf uur voor mij:p zit net in de trein! ,1
117624,Dat je ondanks al je zenuwen toch maar een mooie [REMOVED] verjaardag mag hebben met lekker veel biertjes ,0
117625,Nu heel even en straks ook niet mewr,0
117626,Hoe laat wilden jullie gaan?,1
117627,Is van jenniskens ds duurt nog even,0
117628,[REMOVED] maart acht uur en dan spreken we dan voor de week erna wel af,1
117629,Moet je vanavond werken?,0
117630, Zit er niet op te wachten jou pas dinsdag te zien terwijl ik je gewoon echt nodig heb ,0
117631,Hoi liefje! Super goed! Ik ben nu ajax aan het kijken :). Weet je al hoe laat je thuis ben?,1
117632,"Dat is goed, maar dan moeten we wel samen spekjes halen, want dat wilde ik onderweg naar jou doen^^",0
117633, Ja en daarna door een half doorgezaagde kast met gebruik van een gordijn verdwenen naar de achtergrond. ,0
117634,"Heej [REMOVED], ga je vanavond ook naar de les? Zo ja, zou ik dan weer mee kunnen rijden? Groetjes, iris",1
117635,Vrijdag weer naar jou ;-),1
117636,Oh hee trouwens ik ben vergeten in de notulen te zetten dat we in de week na de intro overleggen,0
117637, Ben er met de vrijmibo. Maar straks nog even studeren dus ben al weer weg als jij er bent ,1
117638,"Ik zit nu aan mijn stageverslag, beetje laat😪",0
117639,En gie voelt het om tijdens het zesde al thuis te zijn,0
117640,Ja waar moeten jullie heen? Maar opzich komt me dat goed uit ja ,0
117641,Ik haal [REMOVED] straks wel ff op van de bushalte,1
117642,"[REMOVED], we hebben mentoruur",1
117643,Oh dus je was eerder thuis?,0
117644,Een uur was te lang?,0
117645,"Het gaat er zometeen uitzien alsof ik achterlijk veel bij me heb, maar het valt echt mee!",0
117646,Waar ging je nou heen op zondag?,1
117647,[REMOVED] waar ben je,0
117648,Dan zie ik je donderdag wel ,1
117649, Ja kado komt volgende week waarschijnlijk binnen. Heb ff gebeld 😜 ,0
117650,Laat maar weten als je naar horst gaat:),0
117651,Anders zien / kunsteschiedenis,0
117652,"Niet meer dan normaal nee, maar net als bij mensen vallen iedere dag haren uit natuurlijk",0
117653,Die is nml [REMOVED] dagen in nl,0
117654,Weet jij af je de auto meekrijgt morgen [REMOVED]?,0
117655,Hey kon je niet zien,0
117656,Ik keek net in het rooster en van een vak heb ik dan een uur hoorcollege in de week dus drie keer!😟,0
117657,Haha daarvoor moet je dan weet misschien bij [REMOVED] zijn :p,0
117658,Haha oke! Ze zullen binnenkort toch wel nagekeken zijn. Structuur en lit ges,0
117659,dus zou op zn vroegst acht uur in maastricht kunnen zijn,1
117660,En dat is waar,0
117661,"tuurlijk, is pas half een",0
117662,En dan vanavond even met jou en dilara stress-relief,1
117663,En elke tweede zaterdagochtend van de maand doen we duopaaldansen,1
117664,Nee moest net op station wachten.. brrrr,0
117665,"Ah juist, ik bedenk me net dat je mij niet perse nodig hebt, ik heb het immers al gezien",0
117666,Kwart over [REMOVED],0
117667, Ga je daarna nog borrelen? ,1
117668,Waarom heb je de Starbucks nodig?,0
117669,Ojaa vrijdagavond kunnen we mss wat gaan drinken met michelle en nog een paar?,1
117670,"[REMOVED], vind je het oké om komende week in de kelder te overnachten? Dat geeft ons allebei wel wat meer ruimte voor onszelf. Ik overleg even of je de sleutel kunt krijgen, dan kun je gewoon in en uit wanneer je wilt.Welke nachten wilde je ook alweer blijven?",1
117671,"Mwaah, was wel al gereserveerd. Maar is zon perfecte dag voor t feest",0
117672, Dag [numerical_value] in m'n onesie ,0
117673, Ik hoop dat je vanavond thuis komt! ,0
117674,wat heb je allemaal gekocht en waar ga je heen dit weekend?,0
117675, Maarja dan kan ik pas [numerical_value] uur ofzo in eindhoven zijn ,1
117676,Niet tien uur lang natuurlijk,0
117677,"Ja dat laatste weet ik ook niet, misschien vind hij editen gewoon heel saai",0
117678,"Heb net dit bedacht voor [RE[REMOVED]OVED] en ben helemaal blij^^Beste [RE[REMOVED]OVED],Geen paniek! Je hoeft niet mee in de zak,Omdat je een metal-shirt draagt onder je pak.De [REMOVED] waardeert zelfs jouw moed,En draagt daarom graag iets bij voor je voet.",0
117679,Jij bent er rond [REMOVED] dan vanavond toch?,1
117680,Ik begrijp dat je alle bestanden met [REMOVED] bij de dagboeken in [REMOVED] transcriptie zet?,0
117681,Vroeg op bed pop,0
117682,Dus ik moet de laatste trein pakken,1
117683,;p vanavond wel weer in nimma,1
117684,Oh nice;)! Ik irriteer me nu echt dat tinder het bij mij niet doet. Welke was dat dat? Een van de knappe die je had laten zien,0
117685,Vertel ik morgen 👍,0
117686,"Hey sinan, sorry als ik je wakker maak, maar ik wilde vragen wat jij doet.. Ik rij over iets van een half uurtje weg naar [REMOVED] weer. Blijf jij nog een nachtje in [REMOVED]?",1
117687,"Hoe laat, waar?",1
117688,Al een idee waar de ikea is daar?,0
117689, Daarna ff bellen hè ,0
117690,wij gaan gewoon vreten dus zien je wel verschijnen x,1
117691,Hoelaat denk je thuis te zijn/ben je er bijna?,1
117692, Volgehouden vandaag? ,0
117693,En vanochtend bij de dierenarts was ie ook braaf,0
117694,Bij kkp heb ik tijdens intro heel vaak de verkeerde afslag genomen. Ik vertrouw dat echt niet. Ik ken mezelf.,0
117695, Vanavond pas ,0
117696,Waarmee?,0
117697,Ja misschien wel... Hoewel we niet de hele dag nodig hebben voor boodschappen en huis gereedmaken,0
117698,Hoe laat ben je bij val?,1
117699,Vandaag ook goed :p,0
117700,Maandag kunnen we ook komen:),1
117701,Samen fietsen?,1
117702,Nee tot half twee. Daarna nog met de trein naar huis,1
117703,"Ik zou vanavond na toneel naar m'n ouders gaan, morgenochtend een afspraak in [REMOVED]. Ik hoop dat ik nu even kan slapen en dan op wonderbaarlijke wijze meteen weer beter kan worden zodat ik alsnog weg kan vanavond...",1
117704,Kan mam/pap me over wen halfuurtje komen halen maybe?,1
117705,Die duitse jongen vraagt of het in [REMOVED] een uur eerder is dan in [REMOVED],0
117706,Vijf uur bij jou? Ik moet daar om zeven uur zijn?,0
117707,Bij de ouderdag sowieso niet!,0
117708,Maar ik heb dus tussenuur gewacht,0
117709,En stuur maar terug als je klaar bent,0
117710," [REMOVED] we doen na diplomauitreiking met naar lidl gaans, die is tot [time] open, smam heeft vanmiddag de auto nodig ",1
117711,Ik heb 'm misschien al gezien,0
117712,Oo dan heb je het nog wel druk dit weekend!,0
117713,"Wel een meisje die graag een ""gay vriend"" hebben. Zat ze daarvoor op. Wat een kneus. Ook meteen afgekapt nu",0
117714,Ze liet zelfs fotos zien die ze samen met de cast van die show had gemaakt,0
117715,Ja volgende x beter,0
117716,"De mijne was [REMOVED] euro. Ik kan jullie zijn naam doorgeven, hij zit ook op marktplaats. Moet je alleen wel ergens in overijssel die fiets ophalen",0
117717,"Hee, hoe was je week? Ja [REMOVED] is wat mij betreft prima, mn trein is er ook om [REMOVED] als t goed is ;) Die uit [REMOVED] ook of niet?",1
117718,Deed jij [REMOVED] dagen?,0
117719,Is er morgenavond ook iemand? Ik eet bij [REMOVED] want zijn huisgenoot is een weekend weg en hij heeft ook katten...,1
117720, In de mood voor een geile avond in m'n eentje 😉 ,0
117721,Cool cultuurcafe over [REMOVED] min?,1
117722,Ik heb menig studentenkamer gezien wat meer op een schoonmaak hok leek,0
117723,Niet voor vier uur liefst :p,1
117724,moet vandaag ook weer met m sluiten oftewwl alleen,0
119101,Joo sander al onderweg? ,0
119102,Thanks :D,0
119103,Ik fietste net achter jou😂😂,0
119104,Even bijkomen? 😜,0
119105,"Kan ik met het biertje trouwens ook doen, hoef je geen nieuwe te halen",0
119106,"Ja gelukkig wel, waren gewoon mn darmen",0
119107,Tsss,0
119109, Kk veel stress door die bar en geen tappers voor t open feest ,0
119110,Hmm laat maar ik zie dat we inderdaad iets dubbel gedaan hebben,0
119111,Maar ze heeft beloofd het voor zich te houden,0
119113,Ik lijk lol,0
119114,BUT I KNOW IT'S JUST A HAAAAAAAND 👋,0
119115,Ik werk 9 uur per week bij de c,0
119116,Zit je deur nog op slo,0
119117,Hihi,0
119120,Hielke heb jij op je laptop ook enig overzicht van welke dingen jij gedaan hebt?,0
119122,Zeg heeft  recht op eten of zeurt hij gewoon ontzettend?,0
119123,Ja ik zie het ,0
119125,Dat zeker ,0
119126,Mn camera is niet zo scherp 😅,0
119127,Jaa is goed,0
119128,Hahaha!!,0
119129,dankuuu,0
119131,Ik stond echt gwn bijna een half uur in de rij door een opstopping. Iedereen zat zo te zien op internet,0
119133,Hij was vergeten dat hij ons ook les moest geven. Dus toen kwam hij nadat hij gebeld was drie kwartier te laat. En toen moest er een andere groep in ons lokaal en mochten we mee naar de afdeling cardiologie en heeft hij daar de rest van de WG gegeven.,0
119136,Ja gaat beter!,0
119141,*indd,0
119145, Lekker! ,0
119146,Jaa hoor hahahahaha,0
119149,Nee ;p,0
119153,Hij wil er een korte reeks over schrijven maar waar weet ik niet.. Hij schrijft voor een filosofie-website maar of het daar nou interessant voor is...,0
119154,Maar als ik met  pak aan erheen ga hoe nemen we dat pak dan weer mee terug?,0
119155,"Maar woensdag kom ik denk ik wel even langs, ook al is mijn hulp dan niet echt nodig",1
119157,Ja,0
119159,Voor jou?,0
119160, Ik rij morgen om half [numerical_value] aan ,0
119162,Half ?,0
119163,Oh die zeven ging perongeluk,0
119164,Hoe ging het ?,0
119165,Oh ik heb trouwens overdag snack en savonds aqua,0
119166,Ja,0
119167,Dan ga ik toch voor  over ,0
119169,Ja,0
119173,Ja,0
119175,Die twee voor je appen ook met elkaar,0
119176,"Oh ja. Ben nu niet thuis, zal m morgen even zoeken en een foto maken ervan",0
119177,Ja daarom werk ik bij t meerdal en ben ik niet in londen,0
119180, Joo ,0
119181,Ja ik ook,0
119184,Het is nl half uurtje fietsen enkele reis...,0
119185,Nou dan niet,0
119186,Draaamaaa,0
119188,Ja,0
119189," Jezus, dat is moeilijk zuur! ",0
119196,Durf ik niet aan,0
119197,Al helemaal gewend aan je nieuwe telefoon?,0
119200, Heb ik niet gedaan. ,0
119201, Neem je wel te telefoon op? ,0
119205, Please ,0
119206, Moet ik anders straks voor je koken? ,1
119207,Gesprekken zijn loessoe,0
119211,echt he,0
119212,Billenman haha,0
119213,Dankuu,0
119214,Cute x,0
119215,"Heujj! Wifieeee! Nou, geniet lekker van de rust thuis, alvast heel veel succes donderdag met je examen en tot vrijdagavond!  xxxxxx ook voor pap, mam,  en de visjes ;p",0
119217, 😔 ,0
119219,Tekenen,0
119221, Snel schatje! ,0
119222, Ai dat is wel een eindje ,0
119224,"Zou wel handig zijn, dikke voorsprong met Frans :D",0
119225,Jazekers,0
119226,Heeeeeeeeel,0
119228, En is breder dan alex ,0
119229,Ik zal het wel niet stelen,0
119230, Ben al klaar dus ben wel om [numerical_value] bij jou ,1
119232,Hahaha 😉,0
119233,Ga ik die regelen :),0
119235,Maar we gaan niet samen ik zie je morgen pas,1
119236,Hoe vind je het inmiddels om penningmeester te zijn?,0
119239, Oohhja zag de advertentie!! ,0
119240,"Hoi liefje! Ik ben nu net thuis, maar ga zo naar de film met dorothee. Kan ik je zo ff bellen?",0
119241, Waar staat dat konijnenhok? ,0
119242, Mijn fiets is alweer gemaakt ,0
119247,Ja,0
119248,Ja,0
119250,Lig een beetje voor Pampus uit te buiken nu,0
119251,😊,0
119252,AAAAAH,0
119253, Ja was prima. ,0
119254,Ja denk het ook wel ooit,0
119258,Slaap lekker!!,0
119259,Wij zijn ook iets later. Stappen nu op de fiets,1
119262,En ik ben er over ongeveer  minuutjes,0
119263,Jawolll,0
119264, he rest in peace ,0
119265,Lekker cheap haha,0
119266,Sjit,0
119267,Lets go to radstake en dan stalken hahahahaha,0
119268,Haha echt top indd,0
119269,Hee  ik belde net ,0
119270,Heb m tegen m'n laptop geoefend,0
119271,Oh:s en wat zij je dan? Of niet echt een antwoord gegeven,0
119275,Ik wist het!,0
119276,Nee ik zei dat het goed ging en dat hij moest stoppen met smsen;p,0
119277,Vast wel! Jaartje knallen nog:),0
119279," , klein beetje duurder maar wel iets beter dan die ",0
119281,En  ook niet,0
119282,Dat is de opdracht,0
119283, En krijg net te horen dat ik een vd drie tentamens niet mag maken ,0
119285,Mijn moeder gaat mee,0
119286,Okay:),0
119288,Haha nice ;),0
119289,hooooi,0
119290, En een man enz ,0
119292,Nehoor,0
119296,"Maarre... Hoe weet hij allemaal precies hoe het in elkaar zit? Is hij voorzitter van hoe heet zoiets, vereniging van eigenaren?",0
119297,Ja,0
119298,Gewoon shots van veel mensen die plezier hebben met muziek eronder,0
119299,Tsss,0
119301,Omdat ik opeens een competitieve drang in m'n onderbuik voelde opkomen,0
119304, Gelukkig heb ik de strippen kaart npg 😉 ,0
119306,"Te knap, voetballer toch?",0
119308,Om een uur of ?,0
119309,Oh. Opbellen?,0
119313,Kreeg een standaardantwoord terug,0
119315,Mooi,0
119316,😊,0
119317,Voor het eerst EHBO in de praktijk toegepast. Een vingerdrukverband aangelegd bij mijn moeder die zich in de vinger had gesneden.  Ach ja klein beginnen enzo 😉,0
119322,Die weet dat,0
119323,"Maar wss doen we hele concrete hoofdvraag als Hoe kun je het effectiefst leren voor een examen, want dat heeft betrekking tot iedereen zeg maar en dan doen we als deelvragen Hoe werkt het geheugen en welke leerstijlen zijn er enz",0
119324,Jaaa! V :D,0
119327,Ja,0
119330,Ik wilde het gewoon even zeggen:p,0
119331,Do you want to be my date? :),0
119332,Ja daarom,0
119333,Ok top,0
119334,Of ben je er heel nuchter doorheen gestruind?,0
119339, Je bent toch met de auto denk ik toch? ,0
119341, Half [numerical_value] ben je hier? ,1
119343,Er is ook een blote konten voorkant maar deze is in de mediatheek vgm,0
119344,Nee van m'n step,0
119345,Heeft al chips☺,0
119346,Ja,0
119347,Oh wacht  is het goede antwoord. Dus dan bedoelen ze denk ik toch na het dotteren.,0
119348,;),0
119349,Zeg jij maar hahaha,0
119350,Vreemd,0
119351, Ja beetje wel 😊 ,0
119352, Doe ik ook niet ,0
119353,Ja,0
119354,Aah arme jij,0
119355,Okay:),0
119357,Zo hee,0
119358,Hihi,0
119359,Ja er zitten meer nadelen aan dan voordelen hoor ik zo,0
119361,"Haha ja presentatie ging zoals geoefend! En we zijn nog los geïnterviewd! Haha, giller van de eeuw xD",0
119362,Ja,0
119364, Ik ga duimen voor  ,0
119367,Welke onderdelen zijn er eigenlijk bij de ema's?,0
119368, Ik ben half [numerical_value] klaar denk ik ,0
119370,Nie zo veel hoor ahaha,0
119374,Dus dacht ik nog maar even op de pauze te waxhten,0
119376,Wie gaat er weg?,0
119377,Haha succes ,0
119378,Oh ok cool,0
119379,Ga wel nu de kaartjes kopen,0
119380,nu nog zu hause,0
119381,Oh zo,0
119382,Ik moet gaan sorry tot morgen,1
119384,Ik zet het wel op de wiebetaaltwat,0
119385, en ,0
119386,Ik heb trek in een mcflurry,0
119387,Haha:p je flirt gwn met taylor,0
119388,Wou*,0
119390,Jahoor komt goed:),0
119392,Saaiheid haha,0
119393," Nee, lig dood op de bank ",0
119394,Heel leuk!,0
119397,En je had het waarschijnlijk niet door maar je hebt me overgehaald,0
119399,Dramaaa,0
119400,Ben je een beetje het hoofdstuk doorgekomen?,0
119401,De hotelkamer is relaxed :),0
119402,Daan en ik fietsen met z'n tweeën,0
119407,Heb geen zin,0
119408,"Haha oké, ik begin nu met koken",0
119409,Tot straks maxie!!,0
119411,Ja is goed,0
119413,Ga jij naar gym?,0
119416,Hij komt naar mij,0
119419,Ik zit im de bieb ,0
119420,"Jaaa ik ook, wordt echt vet denk ik!",0
119422,Hoe zo,0
119424,Ik meer van jou! Hoe is het met de monsters?,0
119427, woonde jij toevallig op  ?,0
119429, Kom er zo aan ,1
119430,We doen toch dinsdag,0
119432,Maar ook over bio enzo,0
119433,Ja,0
119434,Vgm is t  per  cinder blocks,0
119436,Ja echt super hoog,0
119437,Ja ben er best wel bang voor,0
119438,Haha goed punt toch maar geen deo,0
119442,Lol is niet erg meid,0
119444,Tot morgen!,0
119445,Ik ook. Al was dat wel een beetje een gok.,0
119447,Goed he?,0
119448,Niet officieel uitgesproken ofzo,0
119449, Beter dat we snel seks hebben ,0
119450,Dus ik moest blijkbaar gister al van half 9 tot  en vandaag en zaterdag,0
119452,Fonologie doe je vrijdag?,0
119453,Klopt,0
119459,Kan. Ik fiets om half 9 aan :p,0
119466,Gelukkig want ik durf er toch niet in ;D,0
119468,Ja,0
119469, Was wel leuk ,0
119470,En ik had ook gelijk die samengevat boekjes gehaald,0
119475,Heb net me salaris binnen van de tempelier dus die gaat naar brussel ,0
