id,dutch_text,label,text
117285,"Hee! Gaan we woensdag samen naar dat feest of ga jij met mensen van campus in beeld [REMOVED]? Ik zag dat jij ook ging [REMOVED], mss kunnen we van tevoren wat afspreken. Xx",1,"Hey! Are we going to that party together on Wednesday or are you going to be with people from campus in the picture [REMOVED]? I saw you going too [REMOVED], mss we can make a deal in advance. Xx"
117295,Hoooi [REMOVED]! Hoe laat wilt u daten vanavond?,1,What time do you want to date tonight?
117298,vijf uur sta ik buiten hoor haha,1,I'll be outside for five hours.
117307,"Hai simoon, je hoeft niet op ons te wachten, wij zitten nu nog in de auto, zullen waarschijnlijk of precies om kwart voor daar zijn of ietsje later",1,"Hi simoon, you don't have to wait for us, we're still in the car now, will probably be right at quarter to there or a little later"
117312, Ik rij nu naar duiven en daarna nog ff naar de soos met marius ,1,I now drive to pigeons and then ff to the soos with marius
117317,"Heej, wat voor beleg heb jij allemaal nog maandag? Voordat [REMOVED] en ik dingen dubbel halen. Xxx",1,"Hey, what kind of siege do you have on Monday? Before [REMOVED] and I get things double."
117320, Laat maar even weten als je er bent ,1,Let me know when you get there.
117325,Van hoe laat tot hoe laat ben je aan het fitnessen? Ik heb nl elf uur tot ongeveer elf uur afspraak,1,From what time until what time are you working out? I have 11 o'clock to about 11 o'clock appointment
117328,Uur of acht?,1,Hour or eight?
117330,Ik hoef helemaal niet in leiden te zijn verder vandaag dus ik vind het handiger als ik thuis eet,1,"I don't have to be leading at all today, so I think it's more convenient if I eat at home."
117332,Hoe laat morgen? En moest naar [REMOVED] beukenlaan toch?,1,What time tomorrow? And had to go to [REMOVED] beech avenue anyway?
117334, Morgen weer lekker naar nijmegen meid. ,1,"Tomorrow, we'll go back to Nijmegen's girl."
117335, Yo morgen treintje om half [numerical_value] ,1,Yo tomorrow train at half [numerical_value]
117348,Want ik moet smiddags weer naar fleur voor die versieringen enzo,1,'Cause I gotta go back to fleur for those decorations and stuff in the afternoon.
117350, Ben over een uurtje terug ,1,I'll be back in an hour.
117352,We gaan eerst vergaderen en hebben om [REMOVED] gereserveerd. Als het al niet meer gezellig is bij de cocktails kan ik als je nog niet in bed ligt ook nog bij je thuis langskomen als je wilt. Zien we vanavond wel,1,We're gonna meet first and have reserved for [REMOVED]. If it's not fun anymore at the cocktails I can come by your house if you're not in bed yet if you want.
117358,Zin om met mij te eten vanavond?,1,Would you like to have dinner with me tonight?
117361,"Prima hoor, ik kook wel wat. Kan je vanuit het station gelijk mijn kant op en dan staat het eten klaar 😁",1,"Fine, I'll cook something. Can you go from the station right my way and then dinner is ready."
117363,Maar jammer dat ik je niet zie vanavond!,1,But I'm sorry I didn't see you tonight!
117367,[REMOVED] is om tien uur op [REMOVED] centraal.. Zullen we daarheen gaan? dan kunnen we niet verdwalen,1,[REMOVED] is at ten o'clock on [REMOVED] central.. Shall we go there? Then we can't get lost
117371,"We willen al om [REMOVED] de bus hebben. En [REMOVED] gaat ook mee :pMaar ik vind het leuk als je meegaat, al vind ik wel dat we dan ergens volgende week alsnog wel moeten teeën of zo.",1,"We already want to have [REMOVED] the bus. And [REMOVED] also goes along with :pBut I like it if you come along, although I do think we should still have to tee or something sometime next week."
117380,"Hoi mop! Hoe is het daar? Ik zit nu in de trein naar werk. Ben maar beetje eerder, moet nog eea doen. Ik heb trouwens de laptop helemaal voor je opgeladen mocht je breaking bad willen kijken",1,"Hi mop! What's it like? I'm on the train to work now. Be a little earlier, have to do some more. By the way, I've got the laptop all charged up for you in case your breaking bath wants to watch"
117382,"Hey, fijne vakantie gehad? Ik heb mijn tentamen toch nog gehaald met een [REMOVED] en een opdracht die ik in moest leveren met een [REMOVED] :) Zeg je het ook tegen ons mam? Tot zaterdag xx",1,"Hey, have a nice vacation? I did pass my exam with a [REMOVED] and an assignment I had to turn in with a [REMOVED]:) Do you also tell us mom? Until Saturday xx"
117386,Je bent welkom vanaf vroeg in de ochtend ;),1,You are welcome from early in the morning;)
117391,"Hee [REMOVED]! Ik weet niet waar op de wereld je bent, maar mocht je thuis zijn, zullen we dan binnenkort samen eten? Ik ben benieuwd naar de [REMOVED]! :)",1,"Hey [REMOVED]! I don't know where in the world you are, but if you're home, shall we eat together soon? I'm curious about the [REMOVED]!:)"
117395, Ik denk wel dat ik vanavond nog.blijf ,1,I think I'll stay tonight.
117396,Hoe laat ben je hier? [REMOVED] of zo?,1,What time are you here?
117398, Morgen chill dagje met [REMOVED] ,1,Tomorrow chilly day with [REMOVED]
117413,Mama ik ga zondag trouwens om [REMOVED] vakantie bespreken bij maud,1,Mama I'm going to discuss [REMOVED] vacation at Maud on Sunday
117414,"Doe ik, ik zie je morgen!",1,"I will, I'll see you tomorrow!"
117417, Ja ik kom naar nijmegen straks ,1,"Yeah, I'll come over later."
117419,[REMOVED]. Hadden we om drie uur afgesproken of om hwlf [REMOVED]?,1,[REMOVED]. Were we supposed to meet at three o'clock or at hwlf [REMOVED]?
117424,Moet zelf op donderdag iets inleveren waarvan ik dacht dat het op woensdag moest... Maar de extra tijd kan ik misschien goed gebruiken dus dan is voor mij spelletjes op vrijdag beter,1,Got to turn in something on Thursdays that I thought was supposed to be on Wednesdays... but I might need the extra time so it's better for me to play games on Fridays.
117434,Ga jij wel naar [REMOVED] zaterdagavond?,1,Are you going to [REMOVED] Saturday night?
117438,"Oké, dinsdag om vijf uur?",1,"Okay, Tuesday at 5:00?"
117439,Wat gaan jullie vandaag nog doen?,1,What are you guys gonna do today?
117442, Maar kan ook even smiddags naar jou komen ,1,But can also come to you in the afternoon
117450,Jaa savonds,1,Yes at night
117457,"Ok, ik zal het zo opnieuw opsturen. Ik ben nu namelijk niet thuis, maar in een half uurtje wel weer.",1,"Okay, I'll send it back in half an hour, because I'm not home right now, but I'll be back in half an hour."
117458,Prima. Overdag naar rijksmuseum?,1,"Fine, during the day at the National Museum?"
117461,Hee! Het plan is om in de week van [REMOVED] juni iets af te spreken. Dan bespreek ik eerst dingen met je en later in de week wilden we vergaderen met het huidige en nieuwe bestuur samen. Ben je er die week?,1,Hey! The plan is to meet in the week of [REMOVED] June. Then I will discuss things with you first and later in the week we wanted to meet with the current and new board together. Are you there that week?
117465,Ik ga vroeg de bieb in morgen! ,1,I'm going to the library early in the morning!
117466, Laat maar weten als je er bent ,1,Let me know when you get there.
117468,Dus vanavond eten in den haag? Of morgen lunch oid,1,So dinner tonight in the hedge? Or tomorrow lunch or
117470,Ik kan morgen ook niets doen want moet werken,1,I can't do anything tomorrow because I have to work.
117474,Nou [REMOVED] ik ben inmiddels in de stad :D we staan nu nog op koningsplein,1,Well [REMOVED] I'm in the city by now:D we're still on king's square
117481,Heb me helemaal verslapen dus ben echt pas half negen daar laat t dan wel weten ,1,"I totally overslept, so I'm really only 8:30 there, let me know."
117482,We zien jullie vanavond dan gewoon!,1,We'll just see you tonight!
117486,En je hebt geluk dat jullie er niet zijn vanavond anders had ik je wakker gemaakt om me te brengen,1,And you're lucky you're not here tonight or I'd wake you up to take me.
117493,We hebben een appartementje gehuurd en daar ben ik nu,1,We rented an apartment and there I am now
117496,Open dag op han met [REMOVED]. Voor zijn master,1,Open day on han with [REMOVED]. For his master
117502,"Nee we hebben het niet kunnen vinden! Maar zal de komende dagen nog rondvragen :) Koortslip is trouwens niet gekomen, heel raar maar gelukkig. Het was een citroen [REMOVED] geworden. Leuk autootje ;) Lekker rondgereden en veel van het eiland gezien. Morgen gaan we met de boot mee dus ben benieuwd! En jij lekker vakantieeee! Lekker he! Alvast een heeeele fijne vakantie als ik je niet meer spreek maar we appen! Groetjes daar xxx",1,"No we couldn't find it! But will ask around in the next few days :) Feverlip didn't come by, very strange but luckily. It was a lemon [REMOVED]. Nice car ;) Nice ride around and seen a lot of the island. Tomorrow we'll go with the boat so I'm curious! And you have a nice holiday!"
117504,"Hoi jonathan! Ik kan vandaag eerder komen als je wil, ik ben vanaf nu vrij. Laat maar weten!",1,"Hi jonathan! I can come earlier today if you want, I'm free from now on. Let me know!"
117505,Dinsdag eten bij [REMOVED] toch?,1,"Tuesday dinner at [REMOVED], right?"
117507,"Wanneer zullen we koffie doen? Ik ben dinsdag overdag ineens onverwacht vrij, is dat iets?",1,When are we gonna do coffee?
117510,kan jij afspreken,1,Can you meet?
117513,"Je moet trouwens zo maar je fiets op het station laten staan of voor poppedijn parkeren, het is hier er druk",1,"By the way, you just have to leave your bike at the station or park it in front of poppet curtain, it's crowded here"
117518,Kunnen we woensdag trouwens niet in de kelder?,1,"By the way, can't we go to the basement on Wednesday?"
117521, Heb woensdag ochtend een afspraak ,1,Got a date Wednesday morning.
117522,Wanneer housewarming?,1,When's housewarming?
117523,Maar goed ben dus half uur later ,1,"But okay, so I'll be half an hour later."
117527,Vanavond maar? Ben het helemaal vergeten 😳,1,I forgot all about it.
117532,"Ja hoor, denk dat ik morgen pas naar [REMOVED] ga dus mail maar",1,"Yeah, think I won't go to [REMOVED] until tomorrow, so just mail it."
117533,[REMOVED] en ik borrelen nog even straks,1,[REMOVED] and I'll have a drink later.
117538,Maat vind je het goed als we morgen wat gaan drinken. Wil nog even iets afkrijgen en moet vanavond naar barneveld. ,1,"Mate, it's okay if we go out for a drink tomorrow."
117539,Ooh shit ik vergeet alleen helemaal dat ik morgen me rijexamen heb om die tijd ,1,"Oh, shit. I just completely forget that I have my driver's test tomorrow at that time."
117551,Ik zo ook dus slaap lekker tot morgen!,1,So I'll sleep well until tomorrow!
117553,Ik ga nu slapen. Ik app je morgen wel over hoelaat ik langskom,1,I'm gonna go to sleep now. I'll app you tomorrow about what time I'm coming by.
117564,Waar ben jij,1,Where are you?
117565,Hee [REMOVED]! Hoe issie?? Ben jij van plan morgen naar dat hoorcollege van [REMOVED] te gaan?,1,Hey [REMOVED]! How issie?? Are you planning to go to that lecture of [REMOVED] tomorrow?
117569, Laat maar weten hoelaat je er bent schat ,1,"Let me know what time you're here, honey."
117575,"Hee, ik ben denk ik de [REMOVED] t/m de [REMOVED] weer even in [REMOVED].En: vinden jullie het oké als ik op zaterdag [REMOVED] januari in de middag m'n familie uitnodig om m'n verjaardag te vieren en te laten zien waar ik woon?",1,"Hey, I think I'm the [REMOVED] till the [REMOVED] again in [REMOVED].And: do you mind if I invite my family in the afternoon on Saturday [REMOVED] to celebrate my birthday and show where I live?"
117578,Heeee! Eum hoe laat is dat? Ik wil wel namelijk!,1,"Hey, um, what time is that?"
117579,Vanavond naar die NSN-shit?,1,Tonight to that NSN shit?
117581,En dinsdag klinkt zeker goed ,1,And Tuesday certainly sounds good
117582,Ik bedoel natuurlijk tot straks!! X,1,"I mean, of course, see you later!! X"
117588,"Ben je workie workie? Ik dacht anders kunnen we record store day, speciale plaatjes vinden enzo",1,"Are you workingie workingie? I thought otherwise we could find record store day, special pictures and so on."
117590, Wanneer ga jij dan? ,1,When are you gonna go?
117594,Ik ben morgen thuis,1,I'll be home tomorrow.
117595, Ga er over een half uurtje heen ,1,Go there in half an hour.
117599,"Nog beter idee, kom woensdagavond mijn auto maar halen, dan kinnen we donderdagochtend hier beneden afspreken....",1,"Even better, come and get my car on Wednesday night, and we'll meet down here Thursday morning..."
117601, Jij bent morgen gewoon hele dag thuis? ,1,You're just gonna be home all day tomorrow?
117603,Nee! Zal ik dan daarna nog even echt langskomen?,1,You want me to stop by after that?
117605,Ik ben donderdag zo'n beetje de hele dag in [REMOVED] ben jij daar dan toevallig ook? [REMOVED] en ik gaan na het avondeten richting [REMOVED],1,"I'm in [REMOVED] all day on Thursday, are you there by chance? [REMOVED] and I'm going after dinner towards [REMOVED]"
117616, App maar hoelaat je naar huis gaat ,1,App but what time you go home
117617,Ok!! Tot strakss!! Zxxxx,1,Okay!! See you later!! Zxxxx
117620,Hoe laat zullen we doen,1,What time will we do
117623,Het wordt twaalf uur voor mij:p zit net in de trein! ,1,It's 12 o'clock for me:p is just on the train!
117626,Hoe laat wilden jullie gaan?,1,What time were you guys gonna leave?
117628,[REMOVED] maart twaalf uur en dan spreken we dan voor de week erna wel af,1,[REMOVED] March 12 o'clock and then we'll meet before the week after
117631,Hoi liefje! Super goed! Ik ben nu ajax aan het kijken :). Weet je al hoe laat je thuis ben?,1,Hi sweetie! Super good! I'm watching ajax now:). Do you know what time you're home already?
117634,"Heej [REMOVED], ga je vanavond ook naar de les? Zo ja, zou ik dan weer mee kunnen rijden? Groetjes, iris",1,"Hey [REMOVED], are you going to class tonight? If so, could I ride with you again? Greetings, iris"
117635,Vrijdag weer naar jou ;-),1,Friday again to you;-)
117637, Ben er met de vrijmibo. Maar straks nog even studeren dus ben al weer weg als jij er bent ,1,"I'm here with the freemibo, but I'm gonna be studying later, so I'll be gone when you get there."
117641,Ik haal [REMOVED] straks wel ff op van de bushalte,1,I'll get [REMOVED] from the bus stop.
117642,"[REMOVED], we hebben mentoruur",1,"[REMOVED], we have mentoring"
117646,Waar ging je nou heen op zondag?,1,Where did you go on Sunday?
117648,Dan zie ik je donderdag wel ,1,"I'll see you Thursday, then."
117659,dus zou op zn vroegst vijf uur in maastricht kunnen zijn,1,So at least five hours could be in mast-direction.
117662,En dan vanavond even met jou en dilara stress-relief,1,And then tonight with you and dilara stress relief
117663,En elke tweede zaterdagochtend van de maand doen we duopaaldansen,1,And every second Saturday morning of the month we do duo pole dances
117667, Ga je daarna nog borrelen? ,1,Are you gonna have another drink after that?
117669,Ojaa vrijdagavond kunnen we mss wat gaan drinken met michelle en nog een paar?,1,Oh yeah Friday night we can have a drink with mss with michelle and a few more?
117670,"[REMOVED], vind je het oké om komende week in de kelder te overnachten? Dat geeft ons allebei wel wat meer ruimte voor onszelf. Ik overleg even of je de sleutel kunt krijgen, dan kun je gewoon in en uit wanneer je wilt.Welke nachten wilde je ook alweer blijven?",1,"[REMOVED], do you think it's okay to spend the night in the basement next week? That'll give us both a little more room for ourselves. I'll discuss if you can get the key, then you can just go in and out whenever you want.What nights did you want to stay again?"
117675, Maarja dan kan ik pas [numerical_value] uur ofzo in eindhoven zijn ,1,But then I can only be [numerical_value] hour or so in eindhoven
117679,Jij bent er rond [REMOVED] dan vanavond toch?,1,"You'll be around [REMOVED] tonight, won't you?"
117682,Dus ik moet de laatste trein pakken,1,So I have to catch the last train.
117683,;p vanavond wel weer in nimma,1,;p again tonight in nimma
117686,"Hey sinan, sorry als ik je wakker maak, maar ik wilde vragen wat jij doet.. Ik rij over iets van een half uurtje weg naar [REMOVED] weer. Blijf jij nog een nachtje in [REMOVED]?",1,"Hey sinan, I'm sorry to wake you up, but I wanted to ask you what you're doing... I'm driving away to [REMOVED] again in about half an hour. Are you staying another night in [REMOVED]?"
117687,"Hoe laat, waar?",1,"What time, where?"
117690,wij gaan gewoon vreten dus zien je wel verschijnen x,1,We're just gonna eat so you're gonna show up x
117691,Hoelaat denk je thuis te zijn/ben je er bijna?,1,What time do you think you'll be home/are you almost there?
117698,Hoe laat ben je bij val?,1,What time are you down?
117700,Maandag kunnen we ook komen:),1,Monday we can also come:)
117701,Samen fietsen?,1,Bike together?
117702,Nee tot half elf. Daarna nog met de trein naar huis,1,"No until 10:30, then take the train home."
117703,"Ik zou vanavond na toneel naar m'n ouders gaan, morgenochtend een afspraak in [REMOVED]. Ik hoop dat ik nu even kan slapen en dan op wonderbaarlijke wijze meteen weer beter kan worden zodat ik alsnog weg kan vanavond...",1,"I was supposed to go to my parents after theater tonight, an appointment in [REMOVED] tomorrow morning. I hope that I can sleep now and then miraculously get better immediately so that I can still leave tonight..."
117704,Kan mam/pap me over wen halfuurtje komen halen maybe?,1,Can Mom and Dad come get me in half an hour?
117710," [REMOVED] we doen na diplomauitreiking met naar lidl gaans, die is tot [time] open, smam heeft vanmiddag de auto nodig ",1,"[REMOVED] We do after graduation with lidl gans, which is open until [time], smam needs the car this afternoon"
117717,"Hee, hoe was je week? Ja [REMOVED] is wat mij betreft prima, mn trein is er ook om [REMOVED] als t goed is ;) Die uit [REMOVED] ook of niet?",1,"Hey, how was your week? Yes [REMOVED] is fine as far as I'm concerned, my train is also there to [REMOVED] if it is good;) The one from [REMOVED] too or not?"
117719,Is er morgenavond ook iemand? Ik eet bij [REMOVED] want zijn huisgenoot is een weekend weg en hij heeft ook katten...,1,Is there anyone there tomorrow night? I eat at [REMOVED] because his roommate is away for a weekend and he also has cats...
117721,Cool cultuurcafe over [REMOVED] min?,1,Cool culture cafe about [REMOVED] min?
117723,Niet voor vier uur liefst :p,1,Not for four hours preferably:p
119155,"Maar woensdag kom ik denk ik wel even langs, ook al is mijn hulp dan niet echt nodig",1,"But I think I'll stop by on Wednesday, even though I don't really need my help."
119206, Moet ik anders straks voor je koken? ,1,Do you want me to cook for you later?
119230, Ben al klaar dus ben wel om [numerical_value] bij jou ,1,Already done so be sure to [numerical_value] with you
119235,Maar we gaan niet samen ik zie je morgen pas,1,But we're not going together. I'll see you tomorrow.
119259,Wij zijn ook iets later. Stappen nu op de fiets,1,We are also a bit later. Get on the bike now
119341, Half [numerical_value] ben je hier? ,1,Half [numerical_value] are you here?
119382,Ik moet gaan sorry tot morgen,1,I have to go. I'm sorry until tomorrow.
119429, Kom er zo aan ,1,Coming right up.
119559,Hoi liefje! Ik zit nu in de trein :). Ik zie jou vanavond :). Love you!,1,"Hi, honey! I'm on the train now:). I'll see you tonight:). Love you!"
119569,Kan jij vandaag afspreken,1,Can you meet today?
119650, Schrijf jij je in voor t gala zo? ,1,Are you signing up for the gala like that?
119653,Ik sta haast in afferden,1,I'm almost in afferden.
119667,Pap kan ik zo even op en neer kachelen naar afferden want ik heb mn oplader daar en ik heb m echt nodig voor morgen,1,"Dad, I can just go up and down stove for a while because I've got my charger there and I really need it for tomorrow."
119671,Heb je eraan gedacht dat ik vanavond gewoon mee eet,1,Have you thought about how I'm just gonna have dinner with you tonight?
119674,Rond 9 uur? Hoe laat wil je terug gaan?,1,What time do you want to go back?
119730,"Ik kom over een kwartiertje ofzo, ok? :)",1,"I'll be there in 15 minutes, okay?"
119764,We rijden om  vannacht weg,1,We'll drive out tonight.
119780,Geregeld je kan mee eten :),1,Arranged you can join us for dinner:)
119822,"Ik ga morgenochtend zwemmen, dus dan douche ik daar :)",1,"I'll go swimming in the morning, so I'll shower there:)"
119851,"Even ter info: ik ben vanavond naar m'n ouders en blijf daar morgen, maar ik zal zondagmiddag terug zijn dus kan ik  eten geven.",1,"Just so you know, I'll be at my parents' house tonight and I'll stay there tomorrow, but I'll be back Sunday afternoon, so I can feed you."
119949,Iris! Wat een geweldige dag om jarig te zijn :). Er is een kans dat ik tot 9 uur moet werken. Anders kom ik. Of vier je het s middags?,1,Iris! What a great day to be birthday :). There's a chance I'll have to work till 9:00. Otherwise I'll come. Or do you celebrate in the afternoon?
120005,"Hee, sorry ik kan morgen niet komen. Zelf heb ik de laatste tijd erg weinig geld en er is iets niet goed gegaan met loon van  waardoor we dit weekend echt geen geld hebben om naar  te komen. Normaal krijgt hij elke woensdag loon, maar deze week is er wat mis gegaan. Hij is er al achteraan gegaan maar ze kunnen er nu niets meer aan doen omdat het loon automatisch gaat. Hij krijgt zijn loon nu pas woensdag weer. Vind het echt heel jammer maar wij kunnen morgen niet langskomen. 😔sorry vind het echt heel erg jammer. We hebben geen geld voor de benzine of de trein.Wilde je wel weer graag zien. Zal ik anders binnenkort een keer doordeweeks naar je toekomen ?",1,"Hey, I'm sorry I can't come tomorrow. I haven't had a lot of money lately and there hasn't been anything good with pay that means we really don't have any money to come to this weekend. Normally, he gets paid every Wednesday, but this week something went wrong. He's already gone after it but they can't do anything about it now because the pay goes automatically. He gets his wages again only Wednesday. Do you really regret it but we can't come by tomorrow. Sorry. We don't have any money for the petrol or the train.Would you like to see it again."
120090,Rij nu terug,1,Drive back now
